chrom	tss	strand	gene_name	gene_type
chr1	45500300	+	MMACHC	protein_coding
chr1	45542732	-	PRDX1	protein_coding
chr1	45550543	+	AKR1A1	protein_coding
chr1	45583846	+	NASP	protein_coding
chr1	45624057	-	CCDC17	protein_coding
chr1	45688113	-	GPBP1L1	protein_coding
chr1	45688181	+	TMEM69	protein_coding
chr1	45750653	-	IPP	protein_coding
chr1	45786987	+	MAST2	protein_coding
chr1	46133036	-	PIK3R3	protein_coding
chr1	46176488	-	P3R3URF-PIK3R3	protein_coding
chr1	46175073	+	TSPAN1	protein_coding
chr1	46176488	-	P3R3URF	protein_coding
chr1	46220305	-	POMGNT1	protein_coding
chr1	46203334	+	LURAP1	protein_coding
chr1	46246461	+	RAD54L	protein_coding
chr1	46303616	-	LRRC41	protein_coding
chr1	46303698	+	UQCRH	protein_coding
chr1	46340789	+	NSUN4	protein_coding
chr1	46394317	+	FAAH	protein_coding
chr1	46489836	+	DMBX1	protein_coding
chr1	46543969	-	TMEM275	protein_coding
chr1	46551647	-	KNCN	protein_coding
chr1	46616843	-	MKNK1	protein_coding
chr1	46616811	-	MOB3C	protein_coding
chr1	46673867	-	ATPAF1	protein_coding
chr1	46668855	+	TEX38	protein_coding
chr1	46719146	-	EFCAB14	protein_coding
chr1	46757838	+	CYP4B1	protein_coding
chr1	46941484	-	CYP4A11	protein_coding
chr1	47023669	+	CYP4X1	protein_coding
chr1	47067231	+	CYP4Z1	protein_coding
chr1	47137435	+	CYP4A22	protein_coding
chr1	47191044	-	PDZK1IP1	protein_coding
chr1	47232225	-	TAL1	protein_coding
chr1	47314892	-	STIL	protein_coding
chr1	47333790	+	CMPK1	protein_coding
chr1	47416285	+	FOXE3	protein_coding
chr1	47438044	+	FOXD2	protein_coding
chr1	47997385	-	TRABD2B	protein_coding
chr1	48222685	+	SLC5A9	protein_coding
chr1	48472208	-	SPATA6	protein_coding
chr1	50023954	-	AGBL4	protein_coding
chr1	48776969	-	BEND5	protein_coding
chr1	50024029	+	ELAVL4	protein_coding
chr1	50423443	-	DMRTA2	protein_coding
chr1	50960267	-	FAF1	protein_coding
chr1	50960745	+	CDKN2C	protein_coding
chr1	51102221	+	C1orf185	protein_coding
chr1	51236273	+	RNF11	protein_coding
chr1	51345116	-	TTC39A	protein_coding
chr1	51519328	-	EPS15	protein_coding
chr1	51577179	+	OSBPL9	protein_coding
chr1	51878805	-	NRDC	protein_coding
chr1	51990700	-	RAB3B	protein_coding
chr1	52055191	-	TXNDC12	protein_coding
chr1	52033350	-	ENSG00000285839	protein_coding
chr1	52033810	-	KTI12	protein_coding
chr1	52056199	+	BTF3L4	protein_coding
chr1	52142089	+	ZFYVE9	protein_coding
chr1	52366205	-	CC2D1B	protein_coding
chr1	52404423	-	ORC1	protein_coding
chr1	52404602	+	PRPF38A	protein_coding
chr1	52553487	-	TUT4	protein_coding
chr1	52602371	+	GPX7	protein_coding
chr1	52633168	+	SHISAL2A	protein_coding
chr1	52698347	-	COA7	protein_coding
chr1	52726453	+	ZYG11B	protein_coding
chr1	52842511	+	ZYG11A	protein_coding
chr1	52927212	-	ECHDC2	protein_coding
chr1	52927276	+	SCP2	protein_coding
chr1	53062052	+	PODN	protein_coding
chr1	53142638	-	SLC1A7	protein_coding
chr1	53196792	+	CPT2	protein_coding
chr1	53220634	-	CZIB	protein_coding
chr1	53238518	-	MAGOH	protein_coding
chr1	53328469	-	LRP8	protein_coding
chr1	53459399	+	DMRTB1	protein_coding
chr1	53739164	-	GLIS1	protein_coding
chr1	53838463	-	NDC1	protein_coding
chr1	53889798	-	YIPF1	protein_coding
chr1	53891239	+	DIO1	protein_coding
chr1	53945699	-	IFT25	protein_coding
chr1	53946085	+	LRRC42	protein_coding
chr1	54018186	-	LDLRAD1	protein_coding
chr1	54053504	-	TMEM59	protein_coding
chr1	54053584	+	TCEANC2	protein_coding
chr1	54200073	-	ENSG00000256407	protein_coding
chr1	54153770	-	CDCP2	protein_coding
chr1	54200036	-	CYB5RL	protein_coding
chr1	54184041	+	MRPL37	protein_coding
chr1	54413479	-	SSBP3	protein_coding
chr1	54542257	+	ACOT11	protein_coding
chr1	54623556	-	FAM151A	protein_coding
chr1	54641754	+	MROH7	protein_coding
chr1	54641786	+	MROH7-TTC4	protein_coding
chr1	54715861	+	TTC4	protein_coding
chr1	54764523	-	PARS2	protein_coding
chr1	54801323	-	TTC22	protein_coding
chr1	54806063	+	LEXM	protein_coding
chr1	54887195	-	DHCR24	protein_coding
chr1	54980628	+	TMEM61	protein_coding
chr1	54998933	+	BSND	protein_coding
chr1	55039447	+	PCSK9	protein_coding
chr1	55215378	-	USP24	protein_coding
chr1	56524495	-	ENSG00000284686	protein_coding
chr1	56645301	-	PLPP3	protein_coding
chr1	56645314	+	PRKAA2	protein_coding
chr1	56819696	-	FYB2	protein_coding
chr1	56854768	+	C8A	protein_coding
chr1	56974383	-	C8B	protein_coding
chr1	58546734	-	DAB1	protein_coding
chr1	58546802	-	OMA1	protein_coding
chr1	58577252	-	TACSTD2	protein_coding
chr1	58700090	-	MYSM1	protein_coding
chr1	58784048	-	JUN	protein_coding
chr1	59296638	+	FGGY	protein_coding
chr1	59814786	+	HOOK1	protein_coding
chr1	59926773	-	CYP2J2	protein_coding
chr1	60073770	-	C1orf87	protein_coding
chr1	60865259	+	NFIA	protein_coding
chr1	61725423	-	TM2D1	protein_coding
chr1	61742477	+	PATJ	protein_coding
chr1	62194849	+	L1TD1	protein_coding
chr1	62319434	-	KANK4	protein_coding
chr1	62436297	+	USP1	protein_coding
chr1	62688386	-	DOCK7	protein_coding
chr1	62597520	+	ANGPTL3	protein_coding
chr1	62784132	+	ATG4C	protein_coding
chr1	63322567	+	FOXD3	protein_coding
chr1	63367575	+	ALG6	protein_coding
chr1	63593721	-	ITGB3BP	protein_coding
chr1	63523372	+	EFCAB7	protein_coding
chr1	63593411	+	PGM1	protein_coding
chr1	63774017	+	ROR1	protein_coding
chr1	64203623	+	UBE2U	protein_coding
chr1	64470129	+	CACHD1	protein_coding
chr1	64745075	+	RAVER2	protein_coding
chr1	65067754	-	JAK1	protein_coding
chr1	65147549	+	AK4	protein_coding
chr1	65248219	+	DNAJC6	protein_coding
chr1	65420587	+	LEPROT	protein_coding
chr1	65420652	+	LEPR	protein_coding
chr1	65792514	+	PDE4B	protein_coding
chr1	66533267	+	SGIP1	protein_coding
chr1	66752459	+	DYNLT5	protein_coding
chr1	66801276	-	INSL5	protein_coding
chr1	66924856	-	DNAI4	protein_coding
chr1	66924895	+	MIER1	protein_coding
chr1	67054148	-	SLC35D1	protein_coding
chr1	67231853	-	C1orf141	protein_coding
chr1	67138907	+	IL23R	protein_coding
chr1	67307364	+	IL12RB2	protein_coding
chr1	67430415	-	SERBP1	protein_coding
chr1	67685201	+	GADD45A	protein_coding
chr1	67833467	-	GNG12	protein_coding
chr1	68051717	-	DIRAS3	protein_coding
chr1	68233120	-	WLS	protein_coding
chr1	68449954	-	RPE65	protein_coding
chr1	68497221	-	DEPDC1	protein_coding
chr1	69567922	+	LRRC7	protein_coding
chr1	70205579	-	LRRC40	protein_coding
chr1	70205682	+	SRSF11	protein_coding
chr1	70354734	-	ANKRD13C	protein_coding
chr1	70411218	+	CTH	protein_coding
chr1	71047816	-	PTGER3	protein_coding
chr1	71081289	-	ZRANB2	protein_coding
chr1	72282539	-	NEGR1	protein_coding
chr1	74198187	-	LRRIQ3	protein_coding
chr1	74198235	+	FPGT-TNNI3K	protein_coding
chr1	74198238	+	FPGT	protein_coding
chr1	74235387	+	TNNI3K	protein_coding
chr1	74512611	-	LRRC53	protein_coding
chr1	74673792	-	ERICH3	protein_coding
chr1	74733408	-	CRYZ	protein_coding
chr1	74733152	+	TYW3	protein_coding
chr1	75128434	+	LHX8	protein_coding
chr1	75611114	-	SLC44A5	protein_coding
chr1	75724431	+	ACADM	protein_coding
chr1	75786197	+	RABGGTB	protein_coding
chr1	75796882	+	MSH4	protein_coding
chr1	75932404	-	ASB17	protein_coding
chr1	76074746	+	ST6GALNAC3	protein_coding
chr1	76867480	+	ST6GALNAC5	protein_coding
chr1	77219430	-	PIGK	protein_coding
chr1	77282019	+	AK5	protein_coding
chr1	77683419	-	ZZZ3	protein_coding
chr1	77759852	-	USP33	protein_coding
chr1	77779624	+	MIGA1	protein_coding
chr1	77888513	+	NEXN	protein_coding
chr1	77979110	-	FUBP1	protein_coding
chr1	77979175	+	DNAJB4	protein_coding
chr1	77979542	+	GIPC2	protein_coding
chr1	78303884	+	PTGFR	protein_coding
chr1	78619902	+	IFI44L	protein_coding
chr1	78649796	+	IFI44	protein_coding
chr1	79282124	-	ADGRL4	protein_coding
chr1	81306147	+	ADGRL2	protein_coding
chr1	83999150	-	TTLL7	protein_coding
chr1	84078062	+	PRKACB	protein_coding
chr1	84298366	+	SAMD13	protein_coding
chr1	84398484	+	DNASE2B	protein_coding
chr1	84479259	+	RPF1	protein_coding
chr1	84506581	-	GNG5	protein_coding
chr1	84506300	+	SPATA1	protein_coding
chr1	84574480	-	CTBS	protein_coding
chr1	84690803	-	SSX2IP	protein_coding
chr1	84893206	-	LPAR3	protein_coding
chr1	84997113	-	MCOLN2	protein_coding
chr1	84999147	+	DNAI3	protein_coding
chr1	85048500	-	MCOLN3	protein_coding
chr1	85201724	-	SYDE2	protein_coding
chr1	85259672	-	C1orf52	protein_coding
chr1	85276632	-	BCL10	protein_coding
chr1	85578363	-	DDAH1	protein_coding
chr1	85580761	+	CCN1	protein_coding
chr1	85708433	-	ZNHIT6	protein_coding
chr1	86156943	-	COL24A1	protein_coding
chr1	86396342	-	ODF2L	protein_coding
chr1	86424171	+	CLCA2	protein_coding
chr1	86468368	+	CLCA1	protein_coding
chr1	86547078	+	CLCA4	protein_coding
chr1	86704570	+	SH3GLB1	protein_coding
chr1	86914424	-	SELENOF	protein_coding
chr1	86914635	+	HS2ST1	protein_coding
chr1	86993009	+	ENSG00000267561	protein_coding
chr1	87328880	+	LMO4	protein_coding
chr1	88684222	+	PKN2	protein_coding
chr1	88891944	-	GTF2B	protein_coding
chr1	88992953	-	KYAT3	protein_coding
chr1	88992960	-	RBMXL1	protein_coding
chr1	89022894	-	GBP3	protein_coding
chr1	89065360	-	GBP1	protein_coding
chr1	89150456	-	GBP2	protein_coding
chr1	89176009	-	GBP7	protein_coding
chr1	89198942	-	GBP4	protein_coding
chr1	89272860	-	GBP5	protein_coding
chr1	89364059	+	GBP6	protein_coding
chr1	89524829	+	LRRC8B	protein_coding
chr1	89579592	+	ENSG00000288629	protein_coding
chr1	89633072	+	LRRC8C	protein_coding
chr1	89633140	+	ENSG00000271949	protein_coding
chr1	89821014	+	LRRC8D	protein_coding
chr1	89995110	+	ZNF326	protein_coding
chr1	90717302	-	BARHL2	protein_coding
chr1	91022272	-	ZNF644	protein_coding
chr1	91404856	-	HFM1	protein_coding
chr1	91500851	+	CDC7	protein_coding
chr1	91906335	-	TGFBR3	protein_coding
chr1	91949343	+	BRDT	protein_coding
chr1	92029985	+	EPHX4	protein_coding
chr1	92075411	-	SETSIP	protein_coding
chr1	92080305	+	BTBD8	protein_coding
chr1	92217915	+	C1orf146	protein_coding
chr1	92298987	-	GLMN	protein_coding
chr1	92299059	+	RPAP2	protein_coding
chr1	92486925	-	GFI1	protein_coding
chr1	92792404	-	EVI5	protein_coding
chr1	92832013	+	RPL5	protein_coding
chr1	92961522	-	DIPK1A	protein_coding
chr1	93079235	+	MTF2	protein_coding
chr1	93180516	-	TMED5	protein_coding
chr1	93179919	+	CCDC18	protein_coding
chr1	93345907	+	DR1	protein_coding
chr1	93448118	+	FNBP1L	protein_coding
chr1	93847150	-	BCAR3	protein_coding
chr1	93879918	-	DNTTIP2	protein_coding
chr1	93909456	-	GCLM	protein_coding
chr1	94121148	-	ABCA4	protein_coding
chr1	94275068	-	ARHGAP29	protein_coding
chr1	94418389	+	ABCD3	protein_coding
chr1	94541759	-	F3	protein_coding
chr1	94820342	+	SLC44A3	protein_coding
chr1	94927223	-	CNN3	protein_coding
chr1	95072951	-	ALG14	protein_coding
chr1	95117355	+	TLCD4	protein_coding
chr1	95117923	+	TLCD4-RWDD3	protein_coding
chr1	95234210	+	RWDD3	protein_coding
chr1	96721665	+	PTBP2	protein_coding
chr1	97995000	-	DPYD	protein_coding
chr1	98661701	+	SNX7	protein_coding
chr1	99227929	-	PLPPR5	protein_coding
chr1	99264292	+	PLPPR4	protein_coding
chr1	99646113	+	PALMD	protein_coding
chr1	99766635	-	FRRS1	protein_coding
chr1	99850361	+	AGL	protein_coding
chr1	99969351	+	SLC35A3	protein_coding
chr1	99970011	+	ENSG00000283761	protein_coding
chr1	100038095	+	MFSD14A	protein_coding
chr1	100132955	-	SASS6	protein_coding
chr1	100133150	+	TRMT13	protein_coding
chr1	100178267	-	LRRC39	protein_coding
chr1	100249834	-	DBT	protein_coding
chr1	100266216	+	RTCA	protein_coding
chr1	100345001	+	CDC14A	protein_coding
chr1	100538139	+	GPR88	protein_coding
chr1	100719742	+	VCAM1	protein_coding
chr1	100895179	-	EXTL2	protein_coding
chr1	100896076	+	SLC30A7	protein_coding
chr1	101026088	-	DPH5	protein_coding
chr1	101236865	+	S1PR1	protein_coding
chr1	101996926	-	OLFM3	protein_coding
chr1	103108872	-	COL11A1	protein_coding
chr1	103525691	+	RNPC3	protein_coding
chr1	103553815	+	AMY2B	protein_coding
chr1	103617427	+	AMY2A	protein_coding
chr1	103655760	+	AMY1A	protein_coding
chr1	103696454	-	AMY1B	protein_coding
chr1	103745323	+	AMY1C	protein_coding
chr1	107056674	+	PRMT6	protein_coding
chr1	107140007	+	NTNG1	protein_coding
chr1	107965180	-	VAV3	protein_coding
chr1	108200849	-	SLC25A24	protein_coding
chr1	108244081	-	NBPF4	protein_coding
chr1	108450282	+	NBPF6	protein_coding
chr1	108560089	+	EEIG2	protein_coding
chr1	108661526	-	HENMT1	protein_coding
chr1	108692310	+	PRPF38B	protein_coding
chr1	108712908	+	FNDC7	protein_coding
chr1	108746674	+	STXBP3	protein_coding
chr1	108963484	-	AKNAD1	protein_coding
chr1	108875350	+	GPSM2	protein_coding
chr1	108963527	-	CLCC1	protein_coding
chr1	109042113	-	WDR47	protein_coding
chr1	109076012	-	TAF13	protein_coding
chr1	109090764	+	TMEM167B	protein_coding
chr1	109113857	-	CFAP276	protein_coding
chr1	109113679	+	ELAPOR1	protein_coding
chr1	109213918	+	SARS1	protein_coding
chr1	109249539	+	CELSR2	protein_coding
chr1	109283186	-	PSRC1	protein_coding
chr1	109307011	-	MYBPHL	protein_coding
chr1	109397918	-	SORT1	protein_coding
chr1	109426448	-	PSMA5	protein_coding
chr1	109466546	+	SYPL2	protein_coding
chr1	109483479	+	ATXN7L2	protein_coding
chr1	109494052	+	CYB561D1	protein_coding
chr1	109509738	-	AMIGO1	protein_coding
chr1	109539872	+	GPR61	protein_coding
chr1	109548615	+	GNAI3	protein_coding
chr1	109619929	-	GNAT2	protein_coding
chr1	109616104	+	AMPD2	protein_coding
chr1	109656099	+	GSTM4	protein_coding
chr1	109668022	+	GSTM2	protein_coding
chr1	109687814	+	GSTM1	protein_coding
chr1	109711780	+	GSTM5	protein_coding
chr1	109741038	-	GSTM3	protein_coding
chr1	109764027	-	EPS8L3	protein_coding
chr1	109910242	+	CSF1	protein_coding
chr1	109984765	+	AHCYL1	protein_coding
chr1	110031577	+	STRIP1	protein_coding
chr1	110070672	-	ALX3	protein_coding
chr1	110112443	+	UBL4B	protein_coding
chr1	110150494	+	SLC6A17	protein_coding
chr1	110210314	+	KCNC4	protein_coding
chr1	110338506	+	RBM15	protein_coding
chr1	110391082	-	SLC16A4	protein_coding
chr1	110407942	-	LAMTOR5	protein_coding
chr1	110451149	+	PROK1	protein_coding
chr1	110519175	-	KCNA10	protein_coding
chr1	110631474	-	KCNA2	protein_coding
chr1	110674940	-	KCNA3	protein_coding
chr1	110871188	+	CD53	protein_coding
chr1	110963965	-	LRIF1	protein_coding
chr1	111140203	-	DRAM2	protein_coding
chr1	111139479	+	CEPT1	protein_coding
chr1	111204535	-	DENND2D	protein_coding
chr1	111200771	+	CHI3L2	protein_coding
chr1	111290851	+	CHIA	protein_coding
chr1	111346600	+	PIFO	protein_coding
chr1	111427735	-	OVGP1	protein_coding
chr1	111449256	-	WDR77	protein_coding
chr1	111448864	+	ATP5PB	protein_coding
chr1	111473792	+	C1orf162	protein_coding
chr1	111563962	-	TMIGD3	protein_coding
chr1	111503633	-	ADORA3	protein_coding
chr1	111542218	+	RAP1A	protein_coding
chr1	111755824	-	INKA2	protein_coding
chr1	111754832	+	DDX20	protein_coding
chr1	111989668	-	KCND3	protein_coding
chr1	112396214	+	CTTNBP2NL	protein_coding
chr1	112466541	+	WNT2B	protein_coding
chr1	112620825	-	ST7L	protein_coding
chr1	112619805	+	CAPZA1	protein_coding
chr1	112673141	+	MOV10	protein_coding
chr1	112707434	-	RHOC	protein_coding
chr1	112711433	-	ENSG00000271810	protein_coding
chr1	112715332	-	PPM1J	protein_coding
chr1	112718905	+	TAFA3	protein_coding
chr1	112957593	-	SLC16A1	protein_coding
chr1	113073198	+	LRIG2	protein_coding
chr1	113390515	+	MAGI3	protein_coding
chr1	113759489	-	PHTF1	protein_coding
chr1	113812476	-	RSBN1	protein_coding
chr1	113871753	-	PTPN22	protein_coding
chr1	113887581	-	BCL2L15	protein_coding
chr1	113905201	-	AP4B1	protein_coding
chr1	113904619	+	DCLRE1B	protein_coding
chr1	113929324	+	HIPK1	protein_coding
chr1	113979391	+	OLFML3	protein_coding
chr1	114153880	-	SYT6	protein_coding
chr1	114511203	-	TRIM33	protein_coding
chr1	114581629	-	BCAS2	protein_coding
chr1	114670422	-	DENND2C	protein_coding
chr1	114695618	-	AMPD1	protein_coding
chr1	114716771	-	NRAS	protein_coding
chr1	114758676	-	CSDE1	protein_coding
chr1	114780685	-	SIKE1	protein_coding
chr1	114854863	+	SYCP1	protein_coding
chr1	115029826	+	TSHB	protein_coding
chr1	115089503	-	TSPAN2	protein_coding
chr1	115338770	-	NGF	protein_coding
chr1	115641970	+	VANGL1	protein_coding
chr1	115768884	-	CASQ2	protein_coding
chr1	115843917	-	NHLH2	protein_coding
chr1	115976513	+	SLC22A15	protein_coding
chr1	116111399	+	MAB21L3	protein_coding
chr1	116372668	+	ATP1A1	protein_coding
chr1	116571039	-	CD58	protein_coding
chr1	116667755	-	IGSF3	protein_coding
chr1	116754430	+	CD2	protein_coding
chr1	116909916	+	PTGFRN	protein_coding
chr1	117001750	+	CD101	protein_coding
chr1	117060326	+	TTF2	protein_coding
chr1	117122587	-	TRIM45	protein_coding
chr1	117210960	-	VTCN1	protein_coding
chr1	117367449	+	MAN1A2	protein_coding
chr1	117606048	+	TENT5C	protein_coding
chr1	117929621	-	GDAP2	protein_coding
chr1	117929720	+	WDR3	protein_coding
chr1	118185228	-	SPAG17	protein_coding
chr1	118989556	-	TBX15	protein_coding
chr1	119140654	-	WARS2	protein_coding
chr1	119368779	+	HAO2	protein_coding
chr1	119414931	+	HSD3B2	protein_coding
chr1	119507198	+	HSD3B1	protein_coding
chr1	119648266	-	ZNF697	protein_coding
chr1	119648411	+	PHGDH	protein_coding
chr1	119768905	-	HMGCS2	protein_coding
chr1	119811580	-	REG4	protein_coding
chr1	119896515	-	ADAM30	protein_coding
chr1	120100779	-	NOTCH2	protein_coding
chr1	120176520	-	SEC22B	protein_coding
chr1	120415035	+	NBPF8	protein_coding
chr1	120723912	+	NOTCH2NLR	protein_coding
chr1	120723949	+	NBPF26	protein_coding
chr1	120889771	+	PPIAL4A	protein_coding
chr1	121185539	-	FAM72B	protein_coding
chr1	121184811	+	SRGAP2C	protein_coding
chr1	143905977	-	H3-7	protein_coding
chr1	143971986	-	FAM72C	protein_coding
chr1	144373634	-	PPIAL4E	protein_coding
chr1	144461676	-	NBPF15	protein_coding
chr1	144592893	+	PPIAL4F	protein_coding
chr1	145095528	-	SRGAP2B	protein_coding
chr1	145095974	+	FAM72D	protein_coding
chr1	145242174	-	PPIAL4D	protein_coding
chr1	145425603	-	NBPF20	protein_coding
chr1	145607988	+	GPR89A	protein_coding
chr1	145708148	-	PDZK1	protein_coding
chr1	145719471	+	CD160	protein_coding
chr1	145824095	-	RNF115	protein_coding
chr1	145824053	+	POLR3C	protein_coding
chr1	145845630	+	NUDT17	protein_coding
chr1	145859836	-	PIAS3	protein_coding
chr1	145885866	-	ANKRD35	protein_coding
chr1	145910111	-	ITGA10	protein_coding
chr1	145918717	-	PEX11B	protein_coding
chr1	145926741	-	ENSG00000289565	protein_coding
chr1	145927678	-	RBM8A	protein_coding
chr1	145927258	+	ENSG00000280778	protein_coding
chr1	145958017	-	LIX1L	protein_coding
chr1	145964575	-	ANKRD34A	protein_coding
chr1	145964690	+	POLR3GL	protein_coding
chr1	145996579	-	TXNIP	protein_coding
chr1	146036746	-	HJV	protein_coding
chr1	146229000	-	NBPF10	protein_coding
chr1	146229041	-	NOTCH2NLA	protein_coding
chr1	146344765	-	PPIAL4H	protein_coding
chr1	146938324	+	NBPF12	protein_coding
chr1	147172550	-	PRKAB2	protein_coding
chr1	147243050	-	FMO5	protein_coding
chr1	147242654	+	CHD1L	protein_coding
chr1	147541501	+	BCL9	protein_coding
chr1	147611590	+	ENSG00000288626	protein_coding
chr1	147670524	-	ACP6	protein_coding
chr1	147773362	-	GJA5	protein_coding
chr1	147902795	+	GJA8	protein_coding
chr1	147928393	+	GPR89B	protein_coding
chr1	148152322	-	NBPF11	protein_coding
chr1	148483302	-	PPIAL4G	protein_coding
chr1	148679742	-	NBPF14	protein_coding
chr1	148679746	-	NOTCH2NLB	protein_coding
chr1	148748774	+	NUDT4B	protein_coding
chr1	148808140	+	PDE4DIP	protein_coding
chr1	149103561	-	NBPF9	protein_coding
chr1	149390621	+	NOTCH2NLC	protein_coding
chr1	149390623	+	ENSG00000286185	protein_coding
chr1	149475045	+	NBPF19	protein_coding
chr1	149583848	+	PPIAL4C	protein_coding
chr1	149782671	+	FCGR1A	protein_coding
chr1	149812373	-	H2BC18	protein_coding
chr1	149813693	-	H3C13	protein_coding
chr1	149832657	+	H4C14	protein_coding
chr1	149841208	-	H3C14	protein_coding
chr1	149842750	-	H2AC18	protein_coding
chr1	149851061	+	H2AC19	protein_coding
chr1	149852608	+	H3C15	protein_coding
chr1	149861159	-	H4C15	protein_coding
chr1	149886682	-	H2BC21	protein_coding
chr1	149886918	+	H2AC20	protein_coding
chr1	149887965	-	H2AC21	protein_coding
chr1	149887890	+	BOLA1	protein_coding
chr1	149917844	-	SV2A	protein_coding
chr1	149927803	-	SF3B4	protein_coding
chr1	149936879	-	MTMR11	protein_coding
chr1	150010726	-	OTUD7B	protein_coding
chr1	150067279	+	VPS45	protein_coding
chr1	150149183	+	PLEKHO1	protein_coding
chr1	150236156	-	ANP32E	protein_coding
chr1	150257251	+	CA14	protein_coding
chr1	150269580	-	APH1A	protein_coding
chr1	150268200	+	C1orf54	protein_coding
chr1	150282543	+	CIART	protein_coding
chr1	150293861	+	MRPS21	protein_coding
chr1	150321479	+	PRPF3	protein_coding
chr1	150363091	+	RPRD2	protein_coding
chr1	150487414	+	TARS2	protein_coding
chr1	150508062	+	ECM1	protein_coding
